Number;x;y;Longitude;Latitude;Intensity;Temperature (C);Distance (km);1;69;524;137.8971;39.98587;559;22;0
843;7;1366;137.091;31.10193;612;27;990.5235;;;;;;;;
844;7;1367;137.091;31.09081;616;27;991.7577;;;;;;;;
845;7;1368;137.091;31.07968;617;27;992.992;;;;;;;;
846;7;1369;137.091;31.06855;619;28;994.2265;;;;;;;;
847;6;1370;137.078;31.05742;617;27;995.5477;;;;;;;;
848;6;1371;137.078;31.04629;617;27;996.7824;;;;;;;;
849;6;1372;137.078;31.03516;619;28;998.0172;;;;;;;;
850;6;1373;137.078;31.02402;618;28;999.2522;;;;;;;;
851;6;1374;137.078;31.01289;616;27;1000.487;;;;;;;;
852;6;1375;137.078;31.00175;616;27;1001.723;;;;;;;;
853;6;1376;137.078;30.99061;613;27;1002.958;;;;;;;;
854;6;1377;137.078;30.97947;613;27;1004.194;;;;;;;;
855;6;1378;137.078;30.96833;611;27;1005.43;;;;;;;;
856;6;1379;137.078;30.95719;612;27;1006.665;;;;;;;;
857;6;1380;137.078;30.94605;610;27;1007.902;;;;;;;;
858;6;1381;137.078;30.9349;610;27;1009.138;;;;;;;;
859;6;1382;137.078;30.92376;609;27;1010.374;;;;;;;;
860;6;1383;137.078;30.91261;611;27;1011.611;;;;;;;;
861;5;1384;137.065;30.90146;610;27;1012.934;;;;;;;;
862;5;1385;137.065;30.89031;611;27;1014.171;;;;;;;;
863;5;1386;137.065;30.87916;611;27;1015.407;;;;;;;;
864;5;1387;137.065;30.86801;611;27;1016.645;;;;;;;;
865;5;1388;137.065;30.85685;611;27;1017.882;;;;;;;;
866;5;1389;137.065;30.8457;610;27;1019.119;;;;;;;;
867;5;1390;137.065;30.83454;613;27;1020.357;;;;;;;;
868;5;1391;137.065;30.82339;614;27;1021.594;;;;;;;;
869;5;1392;137.065;30.81223;614;27;1022.832;;;;;;;;
870;5;1393;137.065;30.80107;614;27;1024.07;;;;;;;;
871;5;1394;137.065;30.78991;615;27;1025.308;;;;;;;;
872;5;1395;137.065;30.77874;617;27;1026.546;;;;;;;;
873;5;1396;137.065;30.76758;618;28;1027.785;;;;;;;;
874;4;1397;137.052;30.75641;621;28;1029.11;;;;;;;;
875;4;1398;137.052;30.74525;620;28;1030.348;;;;;;;;
876;4;1399;137.052;30.73408;621;28;1031.587;;;;;;;;
877;4;1400;137.052;30.72291;619;28;1032.826;;;;;;;;
878;4;1401;137.052;30.71174;623;28;1034.065;;;;;;;;
879;4;1402;137.052;30.70057;625;28;1035.304;;;;;;;;
880;4;1403;137.052;30.68939;627;28;1036.544;;;;;;;;
881;4;1404;137.052;30.67822;623;28;1037.783;;;;;;;;
882;4;1405;137.052;30.66704;624;28;1039.023;;;;;;;;
883;4;1406;137.052;30.65587;610;27;1040.263;;;;;;;;
884;4;1407;137.052;30.64469;600;26;1041.503;;;;;;;;
885;4;1408;137.052;30.63351;617;27;1042.743;;;;;;;;
886;4;1409;137.052;30.62233;611;27;1043.983;;;;;;;;
887;4;1410;137.052;30.61115;596;25;1045.223;;;;;;;;
888;3;1411;137.039;30.59996;609;27;1046.551;;;;;;;;
889;3;1412;137.039;30.58878;614;27;1047.791;;;;;;;;
890;3;1413;137.039;30.57759;619;28;1049.032;;;;;;;;
891;3;1414;137.039;30.5664;623;28;1050.273;;;;;;;;
892;3;1415;137.039;30.55522;616;27;1051.514;;;;;;;;
893;3;1416;137.039;30.54403;614;27;1052.755;;;;;;;;
894;3;1417;137.039;30.53284;620;28;1053.997;;;;;;;;
895;3;1418;137.039;30.52164;618;28;1055.238;;;;;;;;
896;3;1419;137.039;30.51045;621;28;1056.48;;;;;;;;
897;3;1420;137.039;30.49925;612;27;1057.722;;;;;;;;
898;3;1421;137.039;30.48806;600;26;1058.964;;;;;;;;
899;3;1422;137.039;30.47686;614;27;1060.206;;;;;;;;
900;3;1423;137.039;30.46566;615;27;1061.448;;;;;;;;
901;2;1424;137.026;30.45446;605;26;1062.777;;;;;;;;
902;2;1425;137.026;30.44326;602;26;1064.02;;;;;;;;
903;2;1426;137.026;30.43206;610;27;1065.262;;;;;;;;
904;2;1427;137.026;30.42085;607;26;1066.505;;;;;;;;
905;2;1428;137.026;30.40965;594;25;1067.748;;;;;;;;
906;2;1429;137.026;30.39844;603;26;1068.991;;;;;;;;
907;2;1430;137.026;30.38723;602;26;1070.234;;;;;;;;
908;2;1431;137.026;30.37602;611;27;1071.478;;;;;;;;
909;2;1432;137.026;30.36481;614;27;1072.721;;;;;;;;
910;2;1433;137.026;30.3536;613;27;1073.965;;;;;;;;
911;2;1434;137.026;30.34239;607;26;1075.209;;;;;;;;
912;2;1435;137.026;30.33117;603;26;1076.453;;;;;;;;
913;2;1436;137.026;30.31996;538;20;1077.697;;;;;;;;
914;2;1437;137.026;30.30874;561;22;1078.941;;;;;;;;
915;1;1438;137.013;30.29752;603;26;1080.272;;;;;;;;
916;1;1439;137.013;30.2863;620;28;1081.517;;;;;;;;
917;1;1440;137.013;30.27508;623;28;1082.762;;;;;;;;
918;1;1441;137.013;30.26386;622;28;1084.006;;;;;;;;
919;1;1442;137.013;30.25264;611;27;1085.251;;;;;;;;
920;1;1443;137.013;30.24141;597;25;1086.496;;;;;;;;
921;1;1444;137.013;30.23019;615;27;1087.742;;;;;;;;
922;1;1445;137.013;30.21896;623;28;1088.987;;;;;;;;
923;1;1446;137.013;30.20773;625;28;1090.232;;;;;;;;
924;1;1447;137.013;30.1965;627;28;1091.478;;;;;;;;
925;1;1448;137.013;30.18527;625;28;1092.724;;;;;;;;
926;1;1449;137.013;30.17404;620;28;1093.97;;;;;;;;
927;1;1450;137.013;30.16281;617;27;1095.216;;;;;;;;
928;0;1451;137;30.15157;624;28;1096.549;;;;;;;;
929;0;1452;137;30.14033;626;28;1097.796;;;;;;;;
930;0;1453;137;30.1291;626;28;1099.042;;;;;;;;
931;0;1454;137;30.11786;626;28;1100.289;;;;;;;;
932;0;1455;137;30.10662;625;28;1101.535;;;;;;;;
933;0;1456;137;30.09538;625;28;1102.782;;;;;;;;
934;0;1457;137;30.08413;624;28;1104.03;;;;;;;;
935;0;1458;137;30.07289;625;28;1105.277;;;;;;;;
936;0;1459;137;30.06165;624;28;1106.524;;;;;;;;
937;0;1460;137;30.0504;624;28;1107.772;;;;;;;;
938;0;1461;137;30.03915;624;28;1109.019;;;;;;;;
939;0;1462;137;30.0279;624;28;1110.267;;;;;;;;
940;0;1463;137;30.01665;621;28;1111.515;;;;;;;;
941;0;1464;137;30.0054;621;28;1112.763;;;;;;;;
